device_id,device_password,latitude,longitude,charge
69a67a66-467b-4b91-8f51-0d791871e241,rocky,13.083200000000001,80.27120000000001,100
27664934-93e2-41d2-ab73-d63e7e23c8a0,rocky,13.083300000000001,80.27130000000001,100
52e8333a-61b7-468d-86fd-b51b75d7eaa3,rocky,13.083400000000001,80.2714,100
e028c0cd-570b-47be-962a-bdd5d175e1c7,rocky,13.0835,80.2715,100
674ed3a2-8893-4f63-a8e5-9b638e46e214,rocky,13.0836,80.2716,100
ed2a6030-5305-4ea6-8f9f-b436b837b4b7,rocky,13.0837,80.27170000000001,100
c0467055-6e14-4031-ab44-24995725943a,rocky,13.0838,80.2718,100
19246730-9111-45d7-8a26-2866d21b5109,rocky,13.083900000000002,80.2719,100
6086ebde-f86e-4c0a-b506-d1d24cc97bf8,rocky,13.084000000000001,80.272,100
470673fb-3da5-41a8-84dc-ee4cd69c5dc1,rocky,13.084100000000001,80.27210000000001,100
ed11ca37-8a47-4b46-8953-cca9582dcb59,rocky,13.084200000000001,80.2722,100
152acb57-92bf-4422-af1c-04655f01912d,rocky,13.0843,80.2723,100
58985065-0c7b-43dd-8cfd-09b94b2e5f3a,rocky,13.0844,80.2724,100
1f15fe60-8c58-4f57-a878-02b2f99fb0ba,rocky,13.0845,80.27250000000001,100
b24289dc-2033-4af4-bd66-568d1e06a87c,rocky,13.0846,80.27260000000001,100
db3eb0b2-89bb-4f13-89aa-d030b167dd0f,rocky,13.084700000000002,80.2727,100
14a0fe52-e92d-4db7-99aa-fcd895753e51,rocky,13.084800000000001,80.2728,100
ab0169d7-b9db-46c3-9182-582f189c055c,rocky,13.084900000000001,80.2729,100
e664a963-0e98-4c7a-a39c-ad05c7050521,rocky,13.085,80.27300000000001,100
90b93fdb-40eb-4a68-ae39-5926e9e8fd0e,rocky,13.0851,80.2731,100
7db221af-4817-4ff5-85fb-e5ab544f8328,rocky,13.0852,80.2732,100
3c330d65-28bb-4037-a6f2-e49ececf29a5,rocky,13.0853,80.2733,100
6e469fb3-ca1e-4f21-9fb3-fa397b544b02,rocky,13.085400000000002,80.27340000000001,100
61498d7b-233e-44ea-a5d6-94aae8e18553,rocky,13.085500000000001,80.2735,100
67abdf1f-33d5-49e5-8824-5f319739edbb,rocky,13.085600000000001,80.2736,100
6824205d-2c8b-4c32-b743-254fe1412248,rocky,13.085700000000001,80.2737,100
5a2868cb-6b2f-4b37-afd2-2f59b419d617,rocky,13.0858,80.27380000000001,100
d097700f-4a05-4eb4-94c9-a91fb9e58680,rocky,13.0859,80.27390000000001,100
555891fb-5afc-4aa5-8cd9-2f25a40ff31f,rocky,13.086,80.274,100
386d6f95-f26a-4a0c-a7a2-c74f52a33128,rocky,13.0861,80.2741,100
d6254cc5-bee3-436a-b257-9286e82f7d65,rocky,13.086200000000002,80.27420000000001,100
272a11a5-c80a-4d0b-97a4-dc5f404422b9,rocky,13.086300000000001,80.27430000000001,100
3ffb536e-6ae2-4b41-91cb-65f311f07c87,rocky,13.086400000000001,80.2744,100
100137fc-4bd9-4d83-9205-18e8cc77b790,rocky,13.086500000000001,80.2745,100
80b17e71-78c8-418c-b46c-59e8b19f837d,rocky,13.0866,80.2746,100
72077501-2e54-4a02-af08-1db1a4db64ae,rocky,13.0867,80.27470000000001,100
5d1a0576-a201-495f-98eb-5f9e987a27de,rocky,13.0868,80.2748,100
68725ebc-d9a3-4efc-a23f-fd9b31a6f403,rocky,13.086900000000002,80.2749,100
f1c400cd-41b6-4853-9a91-d8373b7b5221,rocky,13.087000000000002,80.275,100
cde88379-94ef-4df3-8aea-0dcd71374534,rocky,13.087100000000001,80.27510000000001,100
cd60cc13-1b4a-46b3-96b4-eec8e7aadcaf,rocky,13.087200000000001,80.2752,100
d1c65542-ff62-4d7d-ab10-79bd5e3f95d0,rocky,13.0873,80.2753,100
1a2019bd-0179-458b-b2e4-4a160fa7c883,rocky,13.0874,80.2754,100
c70389b3-b4e8-492d-b848-87803bec1197,rocky,13.0875,80.27550000000001,100
9b3eab6b-d15c-44e4-9a38-18bcd33d62d5,rocky,13.0876,80.27560000000001,100
e367b4e7-bedc-4dd5-9297-8b9390f89606,rocky,13.087700000000002,80.2757,100
42349354-2ddd-462d-98d1-8a2a47921cf4,rocky,13.087800000000001,80.2758,100
2bc9e7c1-14bd-4a78-938e-cc202adb3aa4,rocky,13.087900000000001,80.27590000000001,100
e8849d29-f93e-40ed-8573-1eec09e229ce,rocky,13.088000000000001,80.27600000000001,100
cefa4fc1-b17d-4c79-8c5e-a6d866f67905,rocky,13.0881,80.2761,100
59fb1057-6df0-4101-8c65-fdfcfa71076d,rocky,13.0882,80.2762,100
bed2ad27-da58-4576-a402-ce58ec7cef1c,rocky,13.0883,80.2763,100
7b52371f-a657-4cd7-a118-01cd30511e9c,rocky,13.0884,80.27640000000001,100
1087b8ae-ab95-422f-b295-6deab28e0604,rocky,13.088500000000002,80.2765,100
10841e7c-5a5f-41f1-a383-5d3c3876db3a,rocky,13.088600000000001,80.2766,100
7e86c768-88fe-4195-a4fa-2e12becb9a1f,rocky,13.088700000000001,80.2767,100
01339252-e46e-4365-8432-1698cf5a24bf,rocky,13.0888,80.27680000000001,100
e3220de9-06a9-4510-84d6-41ce4de18c27,rocky,13.0889,80.27690000000001,100
8781e374-4f36-4a8d-9981-79034d646d0e,rocky,13.089,80.277,100
3707d92b-3efa-40db-a980-c914341c7254,rocky,13.0891,80.2771,100
10de38dc-5f48-406d-8484-56c2161aa85f,rocky,13.089200000000002,80.27720000000001,100
e2611eeb-9049-4622-a490-21999fd9c137,rocky,13.089300000000001,80.27730000000001,100
6cd22043-9bdc-44d4-925c-ce9536cd5ac3,rocky,13.089400000000001,80.2774,100
c9d583af-ec53-4855-9ae7-c1e40b988f4e,rocky,13.089500000000001,80.2775,100
d9ba0c2f-acf7-4182-8cf7-439eb9621d01,rocky,13.0896,80.2776,100
